fld_num,fld_names,lift,precision,recall,tot_lift,tot_recall,tot_prec
27,q_rh_close_20M^prpsl_low_60M^q_slope_close_3M^q_rl_high_30M^q_sma_low_7M_pdif^q_sma_volume_7M_pdif^q_rl_high_20M,0.48993,0.51763,0.1858,0.46669,0.03831,0.63027
65,q_slope_close_15M^q_sma_volume_7M_pdif^q_sma_close_15M_pdif^q_rh_high_10M^q_sma_close_7M_pdif^prpsl_low_90M^q_rh_low_20M,0.49404,0.52174,0.16111,0.47411,0.03334,0.63768
20,prpsl_low_120M^q_rh_high_10M^q_rh_low_20M^q_sma_close_20M_pdif^q_sma_close_10M_pdif^prpsh_high_240M^q_slope_close_7M,0.49189,0.51959,0.17392,0.46621,0.0357,0.62978
61,q_slope_close_3M^q_rl_high_20M^q_sma_low_10M_pdif^q_rh_low_10M^prpsh_high_360M^q_slope_close_3M^q_sma_volume_10M_pdif,0.49413,0.52183,0.16049,0.47265,0.03314,0.63623
64,q_slope_close_10M^q_rh_high_20M^q_rh_close_20M^q_rh_close_30M^prpsh_high_90M^q_sma_close_10M_pdif^q_sma_close_30M_pdif,0.49417,0.52187,0.16019,0.47695,0.03329,0.64052
6,prpsh_high_60M^prpsh_high_60M^q_sma_volume_10M_pdif^q_rh_close_5M^prpsl_low_30M^q_sma_low_7M_pdif^q_rh_high_10M,0.49787,0.52557,0.13796,0.45959,0.0277,0.62316
40,q_rl_close_30M^q_rl_close_30M^q_slope_close_5M^q_rl_high_10M^q_sma_high_20M_pdif^q_sma_close_15M_pdif^prpsl_low_240M,0.49787,0.52557,0.13796,0.47664,0.02846,0.64021
27,q_rh_close_20M^prpsl_low_360M^q_sma_high_10M_pdif^q_sma_low_7M_pdif^q_sma_high_15M_pdif^q_sma_close_10M_pdif^prpsl_low_20M,0.49781,0.52551,0.13827,0.47279,0.02835,0.63636
20,prpsl_low_120M^q_rl_low_10M^prpsh_high_120M^q_sma_volume_10M_pdif^q_sma_high_20M_pdif^q_slope_close_3M^q_rh_low_10M,0.4912,0.5189,0.17793,0.48494,0.03766,0.64851
15,prpsl_low_15M^q_sma_volume_7M_pdif^q_slope_close_3M^prpsl_low_60M^q_rl_high_10M^q_sma_high_20M_pdif^q_rh_low_10M,0.49289,0.52059,0.16775,0.48154,0.0352,0.64511
13,prpsl_low_5M^q_rl_low_30M^q_sma_close_20M_pdif^q_rl_close_30M^prpsh_high_120M^q_sma_volume_10M_pdif^q_rl_high_20M,0.49122,0.51892,0.17778,0.46841,0.03666,0.63198
8,prpsh_high_120M^q_rh_low_30M^q_rh_close_30M^q_rl_high_20M^q_slope_close_7M^q_rh_close_10M^q_rh_high_5M,0.48947,0.51717,0.18827,0.45236,0.03797,0.61594
62,q_slope_close_5M^q_sma_low_7M_pdif^q_rl_low_30M^q_sma_volume_10M_pdif^q_sma_low_15M_pdif^prpsl_low_120M^q_rl_low_10M,0.49433,0.52203,0.1591,0.47896,0.03316,0.64253
35,q_rh_low_20M^q_rh_high_5M^prpsh_high_20M^q_rl_high_30M^q_sma_low_7M_pdif^q_rl_low_30M^q_slope_close_5M,0.49124,0.51894,0.17762,0.47123,0.03679,0.63481
33,q_rh_low_5M^q_rl_close_20M^q_rh_close_30M^prpsl_low_15M^q_rh_low_20M^q_rh_close_20M^q_rh_low_10M,0.492,0.5197,0.17299,0.46925,0.03567,0.63282
27,q_rh_close_20M^prpsh_high_180M^q_sma_volume_7M_pdif^prpsl_low_60M^q_rh_close_30M^q_sma_close_15M_pdif^q_rl_close_20M,0.50146,0.52916,0.1162,0.48646,0.02417,0.65004
19,prpsl_low_90M^q_sma_volume_7M_pdif^q_rh_high_20M^q_rh_low_5M^q_sma_close_10M_pdif^prpsl_low_360M^q_slope_close_5M,0.49297,0.52067,0.16713,0.45902,0.03384,0.6226
64,q_slope_close_10M^q_sma_high_15M_pdif^q_slope_close_3M^q_sma_high_10M_pdif^q_rl_low_30M^prpsh_high_90M^q_rh_close_20M,0.49061,0.51831,0.18133,0.47383,0.03776,0.63741
10,prpsh_high_240M^q_rl_close_5M^q_sma_low_7M_pdif^q_sma_volume_7M_pdif^q_rl_close_10M^q_slope_close_5M^q_rh_low_20M,0.49444,0.52214,0.15833,0.47561,0.03282,0.63919
42,q_rl_high_20M^q_rh_low_5M^prpsl_low_60M^q_rl_low_10M^q_rh_high_30M^q_rh_close_20M^q_sma_volume_7M_pdif,0.49062,0.51832,0.18117,0.46645,0.03729,0.63002
3,prpsh_high_15M^q_sma_volume_7M_pdif^q_sma_high_10M_pdif^prpsl_low_240M^q_rh_high_5M^q_sma_volume_10M_pdif^prpsh_high_15M,0.49746,0.52516,0.14012,0.47147,0.02869,0.63505
29,q_rh_high_5M^q_rl_close_20M^q_slope_close_2M^q_sma_high_10M_pdif^q_rh_high_10M^prpsl_low_15M^q_sma_low_15M_pdif,0.49208,0.51978,0.17238,0.47579,0.03591,0.63937
10,prpsh_high_240M^q_sma_close_7M_pdif^q_slope_close_2M^q_rh_close_10M^prpsl_low_90M^q_sma_high_20M_pdif^q_rl_close_20M,0.4946,0.5223,0.15725,0.47148,0.03238,0.63506
27,q_rh_close_20M^q_rl_high_30M^q_sma_high_20M_pdif^q_slope_close_10M^q_rl_close_5M^prpsl_low_30M^q_slope_close_15M,0.48953,0.51723,0.18765,0.47488,0.03922,0.63845
20,prpsl_low_120M^q_rh_high_5M^q_rh_high_30M^q_rl_high_20M^prpsh_high_15M^q_sma_high_20M_pdif^q_rh_low_30M,0.49211,0.51981,0.17207,0.47419,0.03575,0.63776
45,q_rl_low_20M^q_rh_close_5M^prpsh_high_240M^q_rh_high_10M^prpsl_low_300M^q_rh_high_5M^q_rh_high_30M,0.49471,0.52241,0.15648,0.46806,0.03204,0.63163
2,prpsh_high_10M^q_rh_high_10M^prpsl_low_15M^q_sma_close_15M_pdif^prpsh_high_60M^q_rl_high_20M^q_sma_low_10M_pdif,0.49134,0.51904,0.1767,0.45655,0.03575,0.62013
23,prpsl_low_300M^q_rl_low_30M^q_rl_high_20M^q_sma_high_15M_pdif^q_rh_high_5M^q_rl_close_20M^prpsl_low_360M,0.50134,0.52904,0.11667,0.48793,0.02433,0.6515
45,q_rl_low_20M^q_sma_low_7M_pdif^q_rl_low_20M^q_slope_close_10M^q_rh_high_10M^q_sma_close_20M_pdif^prpsl_low_10M,0.49478,0.52248,0.15602,0.4881,0.03295,0.65168
60,q_slope_close_2M^prpsh_high_20M^q_sma_close_10M_pdif^q_sma_high_20M_pdif^q_rl_low_10M^prpsh_high_90M^q_rh_low_20M,0.4886,0.5163,0.19306,0.47778,0.04061,0.64135
23,prpsl_low_300M^q_slope_close_15M^q_sma_high_15M_pdif^q_sma_volume_10M_pdif^q_rl_close_5M^q_slope_close_5M^q_rh_high_5M,0.49487,0.52257,0.1554,0.47317,0.03206,0.63674
24,prpsl_low_360M^q_slope_close_7M^q_sma_close_10M_pdif^q_slope_close_10M^q_rl_high_30M^q_rh_low_10M^q_slope_close_3M,0.487,0.5147,0.20262,0.4699,0.04223,0.63348
30,q_rh_high_10M^q_sma_volume_10M_pdif^q_sma_low_15M_pdif^q_sma_volume_7M_pdif^prpsh_high_30M^prpsl_low_20M^q_rh_high_5M,0.497,0.5247,0.14259,0.47697,0.02948,0.64055
46,q_rl_low_30M^q_sma_volume_7M_pdif^q_sma_low_7M_pdif^q_sma_high_15M_pdif^prpsl_low_300M^q_rh_close_20M^prpsl_low_10M,0.5006,0.5283,0.12099,0.48602,0.02519,0.6496
43,q_rl_high_30M^q_rl_low_30M^q_rl_low_20M^prpsl_low_180M^q_slope_close_5M^q_sma_high_10M_pdif^q_sma_high_20M_pdif,0.48862,0.51632,0.1929,0.46839,0.03998,0.63197
32,q_rh_high_30M^prpsh_high_300M^q_rl_high_30M^q_rl_low_30M^prpsl_low_5M^q_sma_close_30M_pdif^q_slope_close_10M,0.49221,0.51991,0.1713,0.48139,0.03598,0.64496
64,q_slope_close_10M^q_rh_close_10M^q_rl_low_30M^q_slope_close_2M^q_rl_low_10M^q_rl_high_20M^prpsh_high_30M,0.49074,0.51844,0.18009,0.4757,0.0376,0.63927
64,q_slope_close_10M^q_rh_low_10M^q_sma_low_7M_pdif^q_slope_close_10M^prpsh_high_60M^q_rh_low_5M^q_sma_high_15M_pdif,0.49673,0.52442,0.14414,0.47651,0.02979,0.64009
17,prpsl_low_30M^q_slope_close_15M^q_sma_close_30M_pdif^q_rh_high_5M^q_rh_close_5M^q_rh_high_20M^q_sma_low_7M_pdif,0.49659,0.52429,0.14491,0.48857,0.03052,0.65215
33,q_rh_low_5M^q_sma_low_7M_pdif^prpsl_low_30M^q_sma_close_7M_pdif^q_slope_close_5M^prpsh_high_180M^q_rh_low_5M,0.49538,0.52308,0.15216,0.48258,0.03183,0.64615
34,q_rh_low_10M^q_sma_high_10M_pdif^prpsl_low_300M^q_sma_low_10M_pdif^q_sma_close_30M_pdif^q_slope_close_7M^q_slope_close_2M,0.49653,0.52423,0.14522,0.47988,0.03018,0.64345
62,q_slope_close_5M^q_rl_close_10M^q_rh_close_30M^q_rh_low_30M^q_rl_low_20M^q_rh_low_20M^prpsh_high_300M,0.49332,0.52102,0.16451,0.46692,0.03371,0.6305
16,prpsl_low_20M^q_rh_low_5M^prpsl_low_360M^q_rl_high_20M^q_rh_high_30M^prpsh_high_360M^q_rh_close_30M,0.4956,0.5233,0.15077,0.47542,0.03118,0.63899
40,q_rl_close_30M^q_sma_close_15M_pdif^q_slope_close_2M^q_sma_high_10M_pdif^prpsh_high_30M^q_rh_close_5M^q_rl_close_30M,0.49621,0.52391,0.14707,0.48348,0.03076,0.64706
60,q_slope_close_2M^prpsl_low_240M^q_rl_low_10M^prpsl_low_10M^q_slope_close_2M^q_rl_close_5M^q_sma_volume_10M_pdif,0.49588,0.52358,0.14907,0.4787,0.03097,0.64228
28,q_rh_close_30M^q_slope_close_7M^q_sma_low_15M_pdif^prpsl_low_360M^q_sma_close_7M_pdif^q_sma_volume_10M_pdif^q_slope_close_5M,0.4959,0.5236,0.14892,0.48916,0.03144,0.65274
26,q_rh_close_10M^prpsl_low_5M^q_rh_high_10M^q_sma_close_10M_pdif^q_rh_low_10M^prpsh_high_30M^q_rh_close_5M,0.49338,0.52108,0.16404,0.47172,0.03387,0.63529
5,prpsh_high_30M^q_rh_high_10M^q_sma_volume_7M_pdif^prpsh_high_30M^q_rh_low_30M^q_sma_high_20M_pdif^prpsl_low_300M,0.50041,0.52811,0.12176,0.47498,0.02493,0.63855
33,q_rh_low_5M^q_sma_close_30M_pdif^q_sma_low_10M_pdif^q_rh_close_5M^q_rl_low_20M^prpsl_low_120M^q_rh_low_5M,0.5011,0.5288,0.11759,0.47279,0.02396,0.63636
44,q_rl_low_10M^q_sma_close_15M_pdif^q_slope_close_15M^q_rl_high_30M^q_rh_close_20M^prpsh_high_120M^q_sma_close_10M_pdif,0.49084,0.51854,0.17917,0.46528,0.03679,0.62885
14,prpsl_low_10M^q_rl_low_30M^q_rl_low_10M^prpsl_low_15M^q_rl_low_20M^q_rl_close_30M^q_rh_low_20M,0.4935,0.5212,0.16312,0.48041,0.03413,0.64398
13,prpsl_low_5M^q_sma_close_10M_pdif^q_sma_low_7M_pdif^q_rh_low_5M^q_slope_close_10M^q_rh_low_20M^q_rl_close_30M,0.48784,0.51554,0.19707,0.46259,0.04053,0.62616
8,prpsh_high_120M^q_rh_close_10M^q_rl_high_10M^q_slope_close_3M^prpsh_high_120M^q_sma_low_15M_pdif^q_sma_close_20M_pdif,0.49836,0.52606,0.13395,0.48127,0.0278,0.64485
42,q_rl_high_20M^q_sma_close_10M_pdif^prpsh_high_180M^q_rh_high_5M^q_sma_close_30M_pdif^q_sma_low_10M_pdif^prpsh_high_120M,0.50223,0.52993,0.11065,0.46761,0.02232,0.63119
44,q_rl_low_10M^prpsh_high_60M^q_slope_close_5M^q_slope_close_3M^q_sma_low_7M_pdif^q_slope_close_7M^q_rh_low_10M,0.49359,0.52129,0.1625,0.48692,0.03434,0.6505
43,q_rl_high_30M^prpsh_high_180M^q_sma_low_15M_pdif^q_rl_high_10M^q_rl_high_20M^q_sma_high_15M_pdif^q_slope_close_5M,0.4909,0.5186,0.17855,0.47919,0.03747,0.64276
44,q_rl_low_10M^q_slope_close_3M^q_sma_low_10M_pdif^q_sma_high_20M_pdif^q_rh_low_20M^q_sma_close_7M_pdif^prpsl_low_120M,0.49374,0.52144,0.16142,0.4765,0.03355,0.64008
45,q_rl_low_20M^q_slope_close_5M^q_sma_high_20M_pdif^prpsh_high_180M^q_sma_low_15M_pdif^q_sma_low_10M_pdif^q_sma_volume_10M_pdif,0.49808,0.52578,0.13534,0.47551,0.02786,0.63909
12,prpsh_high_360M^q_sma_low_7M_pdif^q_slope_close_15M^prpsl_low_360M^q_rl_high_10M^q_sma_close_20M_pdif^q_rl_low_30M,0.49805,0.52575,0.13549,0.47415,0.02783,0.63772
33,q_rh_low_5M^q_slope_close_10M^q_sma_close_15M_pdif^prpsl_low_360M^q_rl_low_20M^q_sma_volume_7M_pdif^q_rl_close_5M,0.49922,0.52692,0.1284,0.48747,0.02686,0.65104
18,prpsl_low_60M^q_sma_close_7M_pdif^prpsh_high_90M^q_rl_close_10M^q_sma_high_10M_pdif^q_rh_close_5M^q_sma_low_15M_pdif,0.49915,0.52685,0.1287,0.48456,0.02681,0.64814
12,prpsh_high_360M^q_rh_high_5M^q_rh_low_10M^q_sma_close_7M_pdif^prpsl_low_10M^q_sma_high_15M_pdif^q_rh_low_5M,0.4978,0.5255,0.13673,0.47344,0.02807,0.63701
40,q_rl_close_30M^q_rh_low_20M^prpsh_high_60M^prpsh_high_15M^q_sma_volume_10M_pdif^q_sma_high_20M_pdif^q_sma_close_15M_pdif,0.4978,0.5255,0.13673,0.4853,0.02859,0.64887
27,q_rh_close_20M^q_rh_close_30M^q_rh_close_10M^prpsh_high_30M^q_sma_low_7M_pdif^q_rl_low_20M^q_rh_low_30M,0.494,0.5217,0.15957,0.47416,0.03303,0.63774
33,q_rh_low_5M^q_sma_low_7M_pdif^prpsh_high_20M^q_slope_close_2M^q_sma_high_10M_pdif^q_rh_close_30M^q_rl_high_20M,0.49039,0.51809,0.18117,0.4644,0.03719,0.62798
23,prpsl_low_300M^q_rh_low_5M^prpsl_low_300M^q_rl_close_10M^q_rh_close_20M^prpsh_high_90M^q_slope_close_2M,0.49104,0.51874,0.17731,0.46216,0.03622,0.62573
31,q_rh_high_20M^q_rh_low_30M^q_sma_close_7M_pdif^q_slope_close_15M^q_sma_close_20M_pdif^q_rh_high_10M^prpsh_high_300M,0.49178,0.51948,0.17284,0.4547,0.03483,0.61827
18,prpsl_low_60M^q_sma_low_10M_pdif^q_rl_close_10M^q_sma_volume_10M_pdif^q_slope_close_2M^prpsh_high_10M^q_rh_close_20M,0.49178,0.51948,0.17284,0.47047,0.03572,0.63404
28,q_rh_close_30M^q_rl_close_20M^q_sma_volume_10M_pdif^q_rh_close_10M^q_rh_high_5M^prpsh_high_360M^prpsh_high_300M,0.50197,0.52967,0.11157,0.4899,0.02331,0.65348
7,prpsh_high_90M^q_rh_low_20M^q_slope_close_7M^q_rh_high_20M^q_sma_high_10M_pdif^q_rl_high_10M^q_rl_low_10M,0.48839,0.51609,0.19306,0.46431,0.03977,0.62789
17,prpsl_low_30M^q_rl_close_30M^q_slope_close_3M^q_rh_low_10M^q_rh_high_5M^q_rh_close_30M^q_rl_low_30M,0.49184,0.51953,0.17238,0.4834,0.03635,0.64698
26,q_rh_close_10M^q_sma_volume_7M_pdif^q_rh_close_20M^q_slope_close_5M^q_sma_high_15M_pdif^q_sma_low_7M_pdif^prpsh_high_120M,0.49757,0.52526,0.13796,0.48155,0.02869,0.64512
45,q_rl_low_20M^prpsh_high_60M^q_sma_low_7M_pdif^q_sma_close_10M_pdif^q_rh_low_10M^q_sma_volume_7M_pdif^prpsh_high_20M,0.49757,0.52526,0.13796,0.46862,0.02812,0.6322
22,prpsl_low_240M^q_slope_close_7M^q_rl_close_10M^q_sma_low_7M_pdif^q_sma_low_10M_pdif^prpsl_low_120M^q_rh_low_20M,0.49754,0.52523,0.13812,0.47257,0.02833,0.63615
65,q_slope_close_15M^q_sma_close_7M_pdif^prpsl_low_20M^q_rl_close_20M^prpsl_low_240M^q_sma_close_20M_pdif^q_rl_high_20M,0.4928,0.5205,0.16651,0.47125,0.03439,0.63483
11,prpsh_high_300M^q_rh_close_10M^prpsh_high_90M^q_rl_high_30M^prpsh_high_360M^q_sma_volume_10M_pdif^q_sma_close_15M_pdif,0.50247,0.53017,0.10849,0.47896,0.02226,0.64253
26,q_rh_close_10M^q_rh_low_30M^q_rh_high_20M^q_sma_volume_10M_pdif^q_rl_close_30M^q_rh_high_5M^prpsh_high_90M,0.49748,0.52518,0.13843,0.48045,0.02875,0.64403
46,q_rl_low_30M^q_rl_high_30M^prpsh_high_90M^q_rl_close_10M^q_rh_low_5M^q_rh_high_20M^q_sma_close_20M_pdif,0.49284,0.52054,0.1662,0.47635,0.0346,0.63992
17,prpsl_low_30M^q_slope_close_5M^q_sma_high_15M_pdif^prpsl_low_30M^q_rl_low_30M^q_rh_low_5M^q_sma_close_7M_pdif,0.49435,0.52205,0.1571,0.48822,0.03321,0.65179
60,q_slope_close_2M^prpsh_high_60M^q_sma_high_20M_pdif^q_rh_close_5M^prpsl_low_15M^q_sma_low_10M_pdif^q_slope_close_3M,0.49288,0.52058,0.1659,0.47759,0.0346,0.64116
1,prpsh_high_5M^q_sma_close_10M_pdif^prpsl_low_120M^q_rh_high_10M^q_rh_high_5M^q_sma_high_15M_pdif^q_sma_close_15M_pdif,0.49733,0.52503,0.1392,0.48602,0.02916,0.64959
13,prpsl_low_5M^prpsl_low_300M^q_rh_low_5M^q_sma_low_7M_pdif^q_sma_high_15M_pdif^q_sma_volume_7M_pdif^q_sma_close_20M_pdif,0.49724,0.52494,0.13966,0.4797,0.02898,0.64327
23,prpsl_low_300M^q_sma_close_20M_pdif^q_sma_low_15M_pdif^q_rh_low_5M^q_sma_volume_10M_pdif^q_rh_high_10M^prpsl_low_15M,0.49718,0.52488,0.13997,0.47473,0.02882,0.63831
9,prpsh_high_180M^q_slope_close_3M^q_sma_high_15M_pdif^q_sma_close_30M_pdif^q_rh_low_10M^q_slope_close_2M^q_sma_close_20M_pdif,0.49453,0.52223,0.15586,0.47034,0.03204,0.63392
25,q_rh_close_5M^prpsl_low_300M^q_rl_high_10M^q_slope_close_15M^q_sma_low_15M_pdif^q_sma_close_7M_pdif^q_sma_high_15M_pdif,0.50055,0.52825,0.11975,0.49538,0.0253,0.65895
14,prpsl_low_10M^q_rl_close_5M^q_sma_close_20M_pdif^prpsl_low_60M^q_sma_close_10M_pdif^q_rh_low_30M^prpsl_low_90M,0.49875,0.52645,0.13056,0.4867,0.02731,0.65028
12,prpsh_high_360M^q_sma_volume_10M_pdif^q_rl_low_30M^prpsh_high_30M^prpsh_high_120M^q_sma_close_30M_pdif^q_rl_low_20M,0.4971,0.5248,0.14043,0.47195,0.0288,0.63552
1,prpsh_high_5M^q_rl_close_10M^q_rh_high_20M^prpsl_low_5M^q_rl_high_30M^prpsh_high_20M^q_rh_low_10M,0.49121,0.51891,0.17577,0.47697,0.03674,0.64055
31,q_rh_high_20M^q_sma_close_20M_pdif^q_sma_low_10M_pdif^prpsl_low_10M^prpsl_low_15M^q_sma_low_7M_pdif^q_rh_low_10M,0.49871,0.52641,0.13071,0.48155,0.02713,0.64512
44,q_rl_low_10M^q_sma_close_20M_pdif^prpsh_high_15M^q_rl_close_30M^q_rh_close_5M^q_rh_low_30M^q_rh_close_20M,0.49477,0.52247,0.15432,0.47436,0.03191,0.63793
1,prpsh_high_5M^q_sma_close_30M_pdif^prpsh_high_10M^q_sma_close_20M_pdif^q_rh_high_5M^q_sma_low_15M_pdif^q_slope_close_15M,0.49479,0.52249,0.15417,0.47973,0.03214,0.64331
27,q_rh_close_20M^q_sma_high_10M_pdif^prpsl_low_120M^prpsh_high_90M^q_sma_volume_10M_pdif^q_rh_close_20M^q_rh_close_5M,0.49687,0.52457,0.14167,0.47585,0.02924,0.63943
9,prpsh_high_180M^q_slope_close_3M^prpsl_low_90M^q_rl_close_5M^q_rl_high_30M^prpsl_low_15M^q_rh_high_30M,0.4846,0.5123,0.21528,0.46955,0.04505,0.63313
5,prpsh_high_30M^q_sma_low_10M_pdif^q_rh_high_10M^q_sma_low_15M_pdif^q_rh_close_20M^prpsl_low_240M^q_sma_close_30M_pdif,0.49862,0.52632,0.13117,0.47853,0.0271,0.64211
18,prpsl_low_60M^q_sma_volume_7M_pdif^q_sma_close_7M_pdif^q_sma_close_30M_pdif^prpsh_high_120M^q_sma_low_15M_pdif^prpsl_low_15M,0.49308,0.52078,0.16435,0.46968,0.03384,0.63325
18,prpsl_low_60M^q_sma_close_15M_pdif^q_rl_low_20M^q_rh_high_20M^q_rl_close_30M^prpsl_low_15M^q_rl_close_5M,0.48999,0.51769,0.18287,0.47601,0.03826,0.63958
20,prpsl_low_120M^q_sma_close_20M_pdif^q_sma_high_10M_pdif^q_sma_close_7M_pdif^q_sma_volume_7M_pdif^prpsh_high_30M^q_rh_close_30M,0.49673,0.52443,0.14244,0.47733,0.02948,0.64091
17,prpsl_low_30M^q_rh_low_20M^q_sma_close_7M_pdif^q_slope_close_2M^q_sma_close_30M_pdif^prpsl_low_90M^q_rl_close_20M,0.48896,0.51666,0.18904,0.4754,0.03959,0.63897
18,prpsl_low_60M^q_sma_close_30M_pdif^q_rl_high_30M^q_rh_high_5M^q_sma_low_10M_pdif^prpsl_low_120M^q_sma_close_10M_pdif,0.5004,0.5281,0.12037,0.49316,0.02535,0.65674
26,q_rh_close_10M^q_rh_low_30M^q_rl_high_30M^prpsh_high_20M^q_rl_high_10M^q_rl_low_20M^q_rl_close_10M,0.49654,0.52424,0.14352,0.47002,0.02937,0.6336
18,prpsl_low_60M^q_sma_close_20M_pdif^q_rh_low_10M^q_sma_volume_10M_pdif^q_slope_close_3M^prpsl_low_60M^q_slope_close_2M,0.49515,0.52285,0.15185,0.47245,0.03128,0.63603
63,q_slope_close_7M^q_sma_low_10M_pdif^prpsl_low_60M^q_slope_close_7M^q_rh_low_20M^q_rl_close_5M^q_sma_close_20M_pdif,0.49646,0.52416,0.14398,0.47463,0.02969,0.6382
14,prpsl_low_10M^q_sma_low_10M_pdif^q_rh_high_5M^q_rh_close_5M^q_sma_close_7M_pdif^q_slope_close_15M^q_rh_high_10M,0.49532,0.52302,0.15077,0.47347,0.0311,0.63704
37,q_rl_close_5M^q_sma_close_30M_pdif^q_slope_close_7M^prpsh_high_360M^q_sma_high_15M_pdif^q_rh_close_20M^q_rh_close_5M,0.49614,0.52384,0.14583,0.47667,0.03018,0.64024
39,q_rl_close_20M^q_sma_close_10M_pdif^q_sma_low_10M_pdif^prpsl_low_5M^q_rh_high_20M^q_sma_high_20M_pdif^prpsl_low_15M,0.49552,0.52322,0.14954,0.47897,0.0311,0.64255
15,prpsl_low_15M^q_rh_close_10M^prpsl_low_90M^q_sma_low_15M_pdif^q_sma_close_10M_pdif^q_rl_close_10M^prpsl_low_180M,0.49608,0.52378,0.14614,0.47746,0.03029,0.64104
64,q_slope_close_10M^q_sma_close_30M_pdif^q_rh_high_10M^q_sma_close_10M_pdif^prpsl_low_20M^q_slope_close_10M^q_slope_close_7M,0.49564,0.52334,0.14877,0.47595,0.03078,0.63952
63,q_slope_close_7M^q_sma_low_15M_pdif^prpsl_low_60M^q_rh_high_30M^q_sma_close_15M_pdif^q_rh_close_10M^q_sma_volume_10M_pdif,0.49588,0.52357,0.14738,0.46581,0.03,0.62939
45,q_rl_low_20M^q_rl_high_30M^q_slope_close_10M^q_rh_close_20M^q_rh_high_20M^q_sma_high_10M_pdif^prpsl_low_300M,0.49138,0.51908,0.17423,0.4824,0.03672,0.64598
6,prpsh_high_60M^q_rh_high_10M^prpsl_low_240M^q_rh_high_5M^prpsh_high_60M^q_rl_low_10M^q_rl_close_30M,0.4914,0.5191,0.17407,0.45999,0.03541,0.62356
23,prpsl_low_300M^q_sma_volume_10M_pdif^prpsl_low_360M^q_sma_close_15M_pdif^q_rl_high_20M^q_slope_close_2M^q_sma_volume_7M_pdif,0.49936,0.52706,0.12623,0.47238,0.02579,0.63595
34,q_rh_low_10M^q_rl_low_20M^prpsh_high_90M^prpsl_low_90M^q_rl_low_10M^q_rl_high_10M^q_sma_volume_10M_pdif,0.50154,0.52924,0.11312,0.48552,0.02349,0.6491
5,prpsh_high_30M^q_rh_low_30M^q_sma_close_7M_pdif^prpsl_low_360M^q_rl_high_10M^q_rl_close_20M^q_rh_high_5M,0.49143,0.51913,0.17377,0.47773,0.03635,0.64131
9,prpsh_high_180M^q_rl_low_20M^prpsl_low_20M^q_rh_low_20M^prpsh_high_60M^q_sma_low_10M_pdif^q_rl_close_30M,0.49012,0.51782,0.18164,0.48975,0.03881,0.65332
4,prpsh_high_20M^prpsh_high_15M^q_rh_close_10M^q_rh_high_5M^q_sma_low_10M_pdif^q_rh_low_10M^q_sma_high_20M_pdif,0.50017,0.52787,0.1213,0.46168,0.02433,0.62525
38,q_rl_close_10M^prpsl_low_60M^prpsl_low_30M^q_rl_low_30M^q_sma_low_7M_pdif^q_sma_volume_10M_pdif^q_sma_high_20M_pdif,0.49811,0.5258,0.13364,0.49398,0.0283,0.65756
40,q_rl_close_30M^q_rh_low_20M^q_sma_close_10M_pdif^q_rl_low_10M^q_rh_low_5M^prpsh_high_20M^q_sma_high_15M_pdif,0.49356,0.52126,0.1608,0.47424,0.03332,0.63782
22,prpsl_low_240M^q_sma_close_20M_pdif^q_sma_high_20M_pdif^q_rl_close_5M^q_sma_volume_7M_pdif^q_slope_close_3M^q_rl_high_10M,0.4936,0.5213,0.16049,0.48204,0.03366,0.64561
61,q_slope_close_3M^q_rl_close_10M^q_slope_close_15M^q_rh_low_10M^q_rh_close_20M^q_rl_close_20M^prpsl_low_180M,0.49242,0.52011,0.16759,0.47483,0.03483,0.63841
23,prpsl_low_300M^q_slope_close_3M^q_rl_low_30M^q_sma_close_10M_pdif^q_rh_low_5M^q_rh_close_5M^q_sma_low_10M_pdif,0.49154,0.51924,0.17284,0.46971,0.0357,0.63329
35,q_rh_low_20M^prpsh_high_180M^q_rh_high_20M^q_sma_high_10M_pdif^q_sma_high_15M_pdif^q_rl_close_5M^prpsh_high_120M,0.50142,0.52912,0.11358,0.46619,0.02289,0.62976
25,q_rh_close_5M^prpsl_low_20M^prpsl_low_60M^q_sma_low_7M_pdif^q_sma_low_10M_pdif^q_sma_close_15M_pdif^q_sma_close_30M_pdif,0.50077,0.52847,0.11744,0.47462,0.02402,0.63819
41,q_rl_high_10M^q_sma_close_15M_pdif^q_rh_close_10M^q_rh_high_5M^prpsl_low_120M^q_sma_high_15M_pdif^prpsl_low_180M,0.50197,0.52967,0.11019,0.47366,0.02245,0.63724
13,prpsl_low_5M^q_rl_high_30M^q_rh_close_20M^q_rh_low_10M^q_sma_close_15M_pdif^prpsh_high_20M^q_slope_close_5M,0.48865,0.51635,0.19012,0.46383,0.03912,0.62741
39,q_rl_close_20M^prpsh_high_360M^q_rh_close_10M^q_rl_low_30M^q_sma_volume_7M_pdif^q_slope_close_2M^q_sma_low_10M_pdif,0.4882,0.5159,0.19275,0.46839,0.03998,0.63197
33,q_rh_low_5M^q_rh_high_10M^q_sma_close_20M_pdif^q_sma_close_30M_pdif^q_sma_low_7M_pdif^prpsl_low_20M^q_rh_close_5M,0.50342,0.53112,0.10139,0.49043,0.02114,0.654
